*企業コード(Primary key),*従業員コード(Primary key),*従業員タイプコード,*従業員(姓)/(姓名),従業員(名前),*従業員 マイナンバー,本人確認書類,*生年月日,*被扶養者1 (生年月日),*被扶養者1 (姓)/(姓名),被扶養者1 (名前),*被扶養者1 マイナンバー,被扶養者1 確認書類,*被扶養者2 (生年月日),*被扶養者2 (姓)/(姓名),被扶養者2 (名前),*被扶養者2 マイナンバー,被扶養者2 本人確認書類,*被扶養者3 (生年月日),*被扶養者3 (姓)/(姓名),被扶養者3 (名前),*被扶養者3 マイナンバー,被扶養者3 確認書類,*被扶養者4 (生年月日),*被扶養者4 (姓)/(姓名),被扶養者4 (名前),*被扶養者4 マイナンバー,被扶養者4 確認書類,*被扶養者5 (生年月日),*被扶養者5 (姓)/(姓名),被扶養者5 (名前),*被扶養者5 マイナンバー,被扶養者5 確認書類,*被扶養者6 (生年月日),*被扶養者6 (姓)/(姓名),被扶養者6 (名前),*被扶養者6 マイナンバー,被扶養者6 本人確認書類,*被扶養者7 (生年月日),*被扶養者7 (姓)/(姓名),被扶養者7 (名前),*被扶養者7 マイナンバー,被扶養者7 確認書類,*被扶養者8 (生年月日),*被扶養者8 (姓)/(姓名),被扶養者8 (名前),*被扶養者8 マイナンバー,被扶養者8 確認書類,*被扶養者9 (生年月日),*被扶養者9 (姓)/(姓名),被扶養者9 (名前),*被扶養者9 マイナンバー,被扶養者9 確認書類,*被扶養者10 (生年月日),*被扶養者10 (姓)/(姓名),被扶養者10 (名前),*被扶養者10 マイナンバー,被扶養者10 確認書類,*被扶養者10 (生年月日),*被扶養者11 (姓)/(姓名),被扶養者11 (名前),*被扶養者11 マイナンバー,被扶養者11 確認書類,*被扶養者12 (生年月日),*被扶養者12 (姓)/(姓名),被扶養者12 (名前),*被扶養者12 マイナンバー,被扶養者12 本人確認書類,*被扶養者13 (生年月日),*被扶養者13 (姓)/(姓名),被扶養者13 (名前),*被扶養者13 マイナンバー,被扶養者13 確認書類,*被扶養者14 (生年月日),*被扶養者14 (姓)/(姓名),被扶養者14 (名前),*被扶養者14 マイナンバー,被扶養者14 確認書類,*被扶養者15 (生年月日),*被扶養者15 (姓)/(姓名),被扶養者15 (名前),*被扶養者15 マイナンバー,被扶養者15 確認書類,ー
A001,auser01149,1,姓1149,姓名1149,100000001149,本人確認書類,19000101,19000102,姓1149,姓名1149,200000001149,本人確認書類,19000103,姓1149,姓名1149,300000001149,本人確認書類,19000104,姓1149,姓名1149,400000001149,本人確認書類,19000105,姓1149,姓名1149,500000001149,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01150,1,姓1150,姓名1150,100000001150,本人確認書類,19000101,19000102,姓1150,姓名1150,200000001150,本人確認書類,19000103,姓1150,姓名1150,300000001150,本人確認書類,19000104,姓1150,姓名1150,400000001150,本人確認書類,19000105,姓1150,姓名1150,500000001150,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01151,1,姓1151,姓名1151,100000001151,本人確認書類,19000101,19000102,姓1151,姓名1151,200000001151,本人確認書類,19000103,姓1151,姓名1151,300000001151,本人確認書類,19000104,姓1151,姓名1151,400000001151,本人確認書類,19000105,姓1151,姓名1151,500000001151,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01152,1,姓1152,姓名1152,100000001152,本人確認書類,19000101,19000102,姓1152,姓名1152,200000001152,本人確認書類,19000103,姓1152,姓名1152,300000001152,本人確認書類,19000104,姓1152,姓名1152,400000001152,本人確認書類,19000105,姓1152,姓名1152,500000001152,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01153,1,姓1153,姓名1153,100000001153,本人確認書類,19000101,19000102,姓1153,姓名1153,200000001153,本人確認書類,19000103,姓1153,姓名1153,300000001153,本人確認書類,19000104,姓1153,姓名1153,400000001153,本人確認書類,19000105,姓1153,姓名1153,500000001153,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01154,1,姓1154,姓名1154,100000001154,本人確認書類,19000101,19000102,姓1154,姓名1154,200000001154,本人確認書類,19000103,姓1154,姓名1154,300000001154,本人確認書類,19000104,姓1154,姓名1154,400000001154,本人確認書類,19000105,姓1154,姓名1154,500000001154,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01155,1,姓1155,姓名1155,100000001155,本人確認書類,19000101,19000102,姓1155,姓名1155,200000001155,本人確認書類,19000103,姓1155,姓名1155,300000001155,本人確認書類,19000104,姓1155,姓名1155,400000001155,本人確認書類,19000105,姓1155,姓名1155,500000001155,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01156,1,姓1156,姓名1156,100000001156,本人確認書類,19000101,19000102,姓1156,姓名1156,200000001156,本人確認書類,19000103,姓1156,姓名1156,300000001156,本人確認書類,19000104,姓1156,姓名1156,400000001156,本人確認書類,19000105,姓1156,姓名1156,500000001156,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01157,1,姓1157,姓名1157,100000001157,本人確認書類,19000101,19000102,姓1157,姓名1157,200000001157,本人確認書類,19000103,姓1157,姓名1157,300000001157,本人確認書類,19000104,姓1157,姓名1157,400000001157,本人確認書類,19000105,姓1157,姓名1157,500000001157,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01158,1,姓1158,姓名1158,100000001158,本人確認書類,19000101,19000102,姓1158,姓名1158,200000001158,本人確認書類,19000103,姓1158,姓名1158,300000001158,本人確認書類,19000104,姓1158,姓名1158,400000001158,本人確認書類,19000105,姓1158,姓名1158,500000001158,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01159,1,姓1159,姓名1159,100000001159,本人確認書類,19000101,19000102,姓1159,姓名1159,200000001159,本人確認書類,19000103,姓1159,姓名1159,300000001159,本人確認書類,19000104,姓1159,姓名1159,400000001159,本人確認書類,19000105,姓1159,姓名1159,500000001159,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01160,1,姓1160,姓名1160,100000001160,本人確認書類,19000101,19000102,姓1160,姓名1160,200000001160,本人確認書類,19000103,姓1160,姓名1160,300000001160,本人確認書類,19000104,姓1160,姓名1160,400000001160,本人確認書類,19000105,姓1160,姓名1160,500000001160,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01161,1,姓1161,姓名1161,100000001161,本人確認書類,19000101,19000102,姓1161,姓名1161,200000001161,本人確認書類,19000103,姓1161,姓名1161,300000001161,本人確認書類,19000104,姓1161,姓名1161,400000001161,本人確認書類,19000105,姓1161,姓名1161,500000001161,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01162,1,姓1162,姓名1162,100000001162,本人確認書類,19000101,19000102,姓1162,姓名1162,200000001162,本人確認書類,19000103,姓1162,姓名1162,300000001162,本人確認書類,19000104,姓1162,姓名1162,400000001162,本人確認書類,19000105,姓1162,姓名1162,500000001162,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01163,1,姓1163,姓名1163,100000001163,本人確認書類,19000101,19000102,姓1163,姓名1163,200000001163,本人確認書類,19000103,姓1163,姓名1163,300000001163,本人確認書類,19000104,姓1163,姓名1163,400000001163,本人確認書類,19000105,姓1163,姓名1163,500000001163,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01164,1,姓1164,姓名1164,100000001164,本人確認書類,19000101,19000102,姓1164,姓名1164,200000001164,本人確認書類,19000103,姓1164,姓名1164,300000001164,本人確認書類,19000104,姓1164,姓名1164,400000001164,本人確認書類,19000105,姓1164,姓名1164,500000001164,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01165,1,姓1165,姓名1165,100000001165,本人確認書類,19000101,19000102,姓1165,姓名1165,200000001165,本人確認書類,19000103,姓1165,姓名1165,300000001165,本人確認書類,19000104,姓1165,姓名1165,400000001165,本人確認書類,19000105,姓1165,姓名1165,500000001165,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01166,1,姓1166,姓名1166,100000001166,本人確認書類,19000101,19000102,姓1166,姓名1166,200000001166,本人確認書類,19000103,姓1166,姓名1166,300000001166,本人確認書類,19000104,姓1166,姓名1166,400000001166,本人確認書類,19000105,姓1166,姓名1166,500000001166,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01167,1,姓1167,姓名1167,100000001167,本人確認書類,19000101,19000102,姓1167,姓名1167,200000001167,本人確認書類,19000103,姓1167,姓名1167,300000001167,本人確認書類,19000104,姓1167,姓名1167,400000001167,本人確認書類,19000105,姓1167,姓名1167,500000001167,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01168,1,姓1168,姓名1168,100000001168,本人確認書類,19000101,19000102,姓1168,姓名1168,200000001168,本人確認書類,19000103,姓1168,姓名1168,300000001168,本人確認書類,19000104,姓1168,姓名1168,400000001168,本人確認書類,19000105,姓1168,姓名1168,500000001168,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01169,1,姓1169,姓名1169,100000001169,本人確認書類,19000101,19000102,姓1169,姓名1169,200000001169,本人確認書類,19000103,姓1169,姓名1169,300000001169,本人確認書類,19000104,姓1169,姓名1169,400000001169,本人確認書類,19000105,姓1169,姓名1169,500000001169,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01170,1,姓1170,姓名1170,100000001170,本人確認書類,19000101,19000102,姓1170,姓名1170,200000001170,本人確認書類,19000103,姓1170,姓名1170,300000001170,本人確認書類,19000104,姓1170,姓名1170,400000001170,本人確認書類,19000105,姓1170,姓名1170,500000001170,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01171,1,姓1171,姓名1171,100000001171,本人確認書類,19000101,19000102,姓1171,姓名1171,200000001171,本人確認書類,19000103,姓1171,姓名1171,300000001171,本人確認書類,19000104,姓1171,姓名1171,400000001171,本人確認書類,19000105,姓1171,姓名1171,500000001171,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01172,1,姓1172,姓名1172,100000001172,本人確認書類,19000101,19000102,姓1172,姓名1172,200000001172,本人確認書類,19000103,姓1172,姓名1172,300000001172,本人確認書類,19000104,姓1172,姓名1172,400000001172,本人確認書類,19000105,姓1172,姓名1172,500000001172,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01173,1,姓1173,姓名1173,100000001173,本人確認書類,19000101,19000102,姓1173,姓名1173,200000001173,本人確認書類,19000103,姓1173,姓名1173,300000001173,本人確認書類,19000104,姓1173,姓名1173,400000001173,本人確認書類,19000105,姓1173,姓名1173,500000001173,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01174,1,姓1174,姓名1174,100000001174,本人確認書類,19000101,19000102,姓1174,姓名1174,200000001174,本人確認書類,19000103,姓1174,姓名1174,300000001174,本人確認書類,19000104,姓1174,姓名1174,400000001174,本人確認書類,19000105,姓1174,姓名1174,500000001174,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01175,1,姓1175,姓名1175,100000001175,本人確認書類,19000101,19000102,姓1175,姓名1175,200000001175,本人確認書類,19000103,姓1175,姓名1175,300000001175,本人確認書類,19000104,姓1175,姓名1175,400000001175,本人確認書類,19000105,姓1175,姓名1175,500000001175,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01176,1,姓1176,姓名1176,100000001176,本人確認書類,19000101,19000102,姓1176,姓名1176,200000001176,本人確認書類,19000103,姓1176,姓名1176,300000001176,本人確認書類,19000104,姓1176,姓名1176,400000001176,本人確認書類,19000105,姓1176,姓名1176,500000001176,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01177,1,姓1177,姓名1177,100000001177,本人確認書類,19000101,19000102,姓1177,姓名1177,200000001177,本人確認書類,19000103,姓1177,姓名1177,300000001177,本人確認書類,19000104,姓1177,姓名1177,400000001177,本人確認書類,19000105,姓1177,姓名1177,500000001177,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01178,1,姓1178,姓名1178,100000001178,本人確認書類,19000101,19000102,姓1178,姓名1178,200000001178,本人確認書類,19000103,姓1178,姓名1178,300000001178,本人確認書類,19000104,姓1178,姓名1178,400000001178,本人確認書類,19000105,姓1178,姓名1178,500000001178,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01179,1,姓1179,姓名1179,100000001179,本人確認書類,19000101,19000102,姓1179,姓名1179,200000001179,本人確認書類,19000103,姓1179,姓名1179,300000001179,本人確認書類,19000104,姓1179,姓名1179,400000001179,本人確認書類,19000105,姓1179,姓名1179,500000001179,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01180,1,姓1180,姓名1180,100000001180,本人確認書類,19000101,19000102,姓1180,姓名1180,200000001180,本人確認書類,19000103,姓1180,姓名1180,300000001180,本人確認書類,19000104,姓1180,姓名1180,400000001180,本人確認書類,19000105,姓1180,姓名1180,500000001180,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01181,1,姓1181,姓名1181,100000001181,本人確認書類,19000101,19000102,姓1181,姓名1181,200000001181,本人確認書類,19000103,姓1181,姓名1181,300000001181,本人確認書類,19000104,姓1181,姓名1181,400000001181,本人確認書類,19000105,姓1181,姓名1181,500000001181,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01182,1,姓1182,姓名1182,100000001182,本人確認書類,19000101,19000102,姓1182,姓名1182,200000001182,本人確認書類,19000103,姓1182,姓名1182,300000001182,本人確認書類,19000104,姓1182,姓名1182,400000001182,本人確認書類,19000105,姓1182,姓名1182,500000001182,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01183,1,姓1183,姓名1183,100000001183,本人確認書類,19000101,19000102,姓1183,姓名1183,200000001183,本人確認書類,19000103,姓1183,姓名1183,300000001183,本人確認書類,19000104,姓1183,姓名1183,400000001183,本人確認書類,19000105,姓1183,姓名1183,500000001183,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01184,1,姓1184,姓名1184,100000001184,本人確認書類,19000101,19000102,姓1184,姓名1184,200000001184,本人確認書類,19000103,姓1184,姓名1184,300000001184,本人確認書類,19000104,姓1184,姓名1184,400000001184,本人確認書類,19000105,姓1184,姓名1184,500000001184,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01185,1,姓1185,姓名1185,100000001185,本人確認書類,19000101,19000102,姓1185,姓名1185,200000001185,本人確認書類,19000103,姓1185,姓名1185,300000001185,本人確認書類,19000104,姓1185,姓名1185,400000001185,本人確認書類,19000105,姓1185,姓名1185,500000001185,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01186,1,姓1186,姓名1186,100000001186,本人確認書類,19000101,19000102,姓1186,姓名1186,200000001186,本人確認書類,19000103,姓1186,姓名1186,300000001186,本人確認書類,19000104,姓1186,姓名1186,400000001186,本人確認書類,19000105,姓1186,姓名1186,500000001186,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01187,1,姓1187,姓名1187,100000001187,本人確認書類,19000101,19000102,姓1187,姓名1187,200000001187,本人確認書類,19000103,姓1187,姓名1187,300000001187,本人確認書類,19000104,姓1187,姓名1187,400000001187,本人確認書類,19000105,姓1187,姓名1187,500000001187,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01188,1,姓1188,姓名1188,100000001188,本人確認書類,19000101,19000102,姓1188,姓名1188,200000001188,本人確認書類,19000103,姓1188,姓名1188,300000001188,本人確認書類,19000104,姓1188,姓名1188,400000001188,本人確認書類,19000105,姓1188,姓名1188,500000001188,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01189,1,姓1189,姓名1189,100000001189,本人確認書類,19000101,19000102,姓1189,姓名1189,200000001189,本人確認書類,19000103,姓1189,姓名1189,300000001189,本人確認書類,19000104,姓1189,姓名1189,400000001189,本人確認書類,19000105,姓1189,姓名1189,500000001189,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01190,1,姓1190,姓名1190,100000001190,本人確認書類,19000101,19000102,姓1190,姓名1190,200000001190,本人確認書類,19000103,姓1190,姓名1190,300000001190,本人確認書類,19000104,姓1190,姓名1190,400000001190,本人確認書類,19000105,姓1190,姓名1190,500000001190,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01191,1,姓1191,姓名1191,100000001191,本人確認書類,19000101,19000102,姓1191,姓名1191,200000001191,本人確認書類,19000103,姓1191,姓名1191,300000001191,本人確認書類,19000104,姓1191,姓名1191,400000001191,本人確認書類,19000105,姓1191,姓名1191,500000001191,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01192,1,姓1192,姓名1192,100000001192,本人確認書類,19000101,19000102,姓1192,姓名1192,200000001192,本人確認書類,19000103,姓1192,姓名1192,300000001192,本人確認書類,19000104,姓1192,姓名1192,400000001192,本人確認書類,19000105,姓1192,姓名1192,500000001192,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01193,1,姓1193,姓名1193,100000001193,本人確認書類,19000101,19000102,姓1193,姓名1193,200000001193,本人確認書類,19000103,姓1193,姓名1193,300000001193,本人確認書類,19000104,姓1193,姓名1193,400000001193,本人確認書類,19000105,姓1193,姓名1193,500000001193,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01194,1,姓1194,姓名1194,100000001194,本人確認書類,19000101,19000102,姓1194,姓名1194,200000001194,本人確認書類,19000103,姓1194,姓名1194,300000001194,本人確認書類,19000104,姓1194,姓名1194,400000001194,本人確認書類,19000105,姓1194,姓名1194,500000001194,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01195,1,姓1195,姓名1195,100000001195,本人確認書類,19000101,19000102,姓1195,姓名1195,200000001195,本人確認書類,19000103,姓1195,姓名1195,300000001195,本人確認書類,19000104,姓1195,姓名1195,400000001195,本人確認書類,19000105,姓1195,姓名1195,500000001195,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01196,1,姓1196,姓名1196,100000001196,本人確認書類,19000101,19000102,姓1196,姓名1196,200000001196,本人確認書類,19000103,姓1196,姓名1196,300000001196,本人確認書類,19000104,姓1196,姓名1196,400000001196,本人確認書類,19000105,姓1196,姓名1196,500000001196,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01197,1,姓1197,姓名1197,100000001197,本人確認書類,19000101,19000102,姓1197,姓名1197,200000001197,本人確認書類,19000103,姓1197,姓名1197,300000001197,本人確認書類,19000104,姓1197,姓名1197,400000001197,本人確認書類,19000105,姓1197,姓名1197,500000001197,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01198,1,姓1198,姓名1198,100000001198,本人確認書類,19000101,19000102,姓1198,姓名1198,200000001198,本人確認書類,19000103,姓1198,姓名1198,300000001198,本人確認書類,19000104,姓1198,姓名1198,400000001198,本人確認書類,19000105,姓1198,姓名1198,500000001198,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01199,1,姓1199,姓名1199,100000001199,本人確認書類,19000101,19000102,姓1199,姓名1199,200000001199,本人確認書類,19000103,姓1199,姓名1199,300000001199,本人確認書類,19000104,姓1199,姓名1199,400000001199,本人確認書類,19000105,姓1199,姓名1199,500000001199,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01200,1,姓1200,姓名1200,100000001200,本人確認書類,19000101,19000102,姓1200,姓名1200,200000001200,本人確認書類,19000103,姓1200,姓名1200,300000001200,本人確認書類,19000104,姓1200,姓名1200,400000001200,本人確認書類,19000105,姓1200,姓名1200,500000001200,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01201,1,姓1201,姓名1201,100000001201,本人確認書類,19000101,19000102,姓1201,姓名1201,200000001201,本人確認書類,19000103,姓1201,姓名1201,300000001201,本人確認書類,19000104,姓1201,姓名1201,400000001201,本人確認書類,19000105,姓1201,姓名1201,500000001201,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01202,1,姓1202,姓名1202,100000001202,本人確認書類,19000101,19000102,姓1202,姓名1202,200000001202,本人確認書類,19000103,姓1202,姓名1202,300000001202,本人確認書類,19000104,姓1202,姓名1202,400000001202,本人確認書類,19000105,姓1202,姓名1202,500000001202,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01203,1,姓1203,姓名1203,100000001203,本人確認書類,19000101,19000102,姓1203,姓名1203,200000001203,本人確認書類,19000103,姓1203,姓名1203,300000001203,本人確認書類,19000104,姓1203,姓名1203,400000001203,本人確認書類,19000105,姓1203,姓名1203,500000001203,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01204,1,姓1204,姓名1204,100000001204,本人確認書類,19000101,19000102,姓1204,姓名1204,200000001204,本人確認書類,19000103,姓1204,姓名1204,300000001204,本人確認書類,19000104,姓1204,姓名1204,400000001204,本人確認書類,19000105,姓1204,姓名1204,500000001204,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01205,1,姓1205,姓名1205,100000001205,本人確認書類,19000101,19000102,姓1205,姓名1205,200000001205,本人確認書類,19000103,姓1205,姓名1205,300000001205,本人確認書類,19000104,姓1205,姓名1205,400000001205,本人確認書類,19000105,姓1205,姓名1205,500000001205,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01206,1,姓1206,姓名1206,100000001206,本人確認書類,19000101,19000102,姓1206,姓名1206,200000001206,本人確認書類,19000103,姓1206,姓名1206,300000001206,本人確認書類,19000104,姓1206,姓名1206,400000001206,本人確認書類,19000105,姓1206,姓名1206,500000001206,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01207,1,姓1207,姓名1207,100000001207,本人確認書類,19000101,19000102,姓1207,姓名1207,200000001207,本人確認書類,19000103,姓1207,姓名1207,300000001207,本人確認書類,19000104,姓1207,姓名1207,400000001207,本人確認書類,19000105,姓1207,姓名1207,500000001207,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01208,1,姓1208,姓名1208,100000001208,本人確認書類,19000101,19000102,姓1208,姓名1208,200000001208,本人確認書類,19000103,姓1208,姓名1208,300000001208,本人確認書類,19000104,姓1208,姓名1208,400000001208,本人確認書類,19000105,姓1208,姓名1208,500000001208,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01209,1,姓1209,姓名1209,100000001209,本人確認書類,19000101,19000102,姓1209,姓名1209,200000001209,本人確認書類,19000103,姓1209,姓名1209,300000001209,本人確認書類,19000104,姓1209,姓名1209,400000001209,本人確認書類,19000105,姓1209,姓名1209,500000001209,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01210,1,姓1210,姓名1210,100000001210,本人確認書類,19000101,19000102,姓1210,姓名1210,200000001210,本人確認書類,19000103,姓1210,姓名1210,300000001210,本人確認書類,19000104,姓1210,姓名1210,400000001210,本人確認書類,19000105,姓1210,姓名1210,500000001210,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser01211,1,姓1211,姓名1211,100000001211,本人確認書類,19000101,19000102,姓1211,姓名1211,200000001211,本人確認書類,19000103,姓1211,姓名1211,300000001211,本人確認書類,19000104,姓1211,姓名1211,400000001211,本人確認書類,19000105,姓1211,姓名1211,500000001211,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
